"model","study_id","fitted","residual","standardized_residual","studentized_residual","cooks_distance","leverage","flag_abs_studentized_gt_3","flag_cooks_gt_4_over_n","flag_leverage_gt_2p_over_n"
"mediator_model_RQ1_H1","ALG26-093",2.86333341794041,-0.196666751273739,-0.371388239258312,-0.370372791915987,0.00062886338878471,0.0179106363749915,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-094",3.48144073434693,0.351892598986407,0.661166303724745,0.659984310612279,0.000873067269971551,0.00792557046109263,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-095",4.26653941055027,-0.0998727438835991,-0.193353611094829,-0.192763568339445,0.000656123393867195,0.0655957559615033,FALSE,FALSE,TRUE
"mediator_model_RQ1_H1","ALG26-096",2.32231304842679,0.344353618239881,0.667787757620925,0.666612541901662,0.00822726888978257,0.0687252907366294,FALSE,FALSE,TRUE
"mediator_model_RQ1_H1","ALG26-097",3.86884514540105,0.631154854598947,1.19695056048277,1.19860337031996,0.0096407758538151,0.0262110485541452,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-098",3.67675827946903,-0.510091612802362,-0.960020581677069,-0.95978109273534,0.00262471916270539,0.0112632166206116,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-099",2.71519792082727,0.78480207917273,1.48845491201729,1.49425041354849,0.0150007440295989,0.0263691275398457,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-100",4.04828940013942,0.118377266527251,0.226543969589705,0.225862606097544,0.000586846263389512,0.0437377400339641,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-101",3.60394690615305,0.229386427180286,0.431957157872518,0.43084250770425,0.000583679237552835,0.0123581193204362,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-103",2.93255514771186,-0.599221814378522,-1.13100669102651,-1.13201360758694,0.00550296867163459,0.0169167518607544,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-104",3.75754572737078,0.909120939295887,1.72643533363486,1.73742908215014,0.0221328900761314,0.0288459994136886,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-105",2.81285669338832,0.853809973278345,1.62025200178675,1.62870385648453,0.0185383459559997,0.0274706267244912,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-106",4.26600559137846,0.733994408621545,1.40217288084965,1.40650698090549,0.0206492282348129,0.0403170251590284,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-107",3.78231426782805,0.0510190655052826,0.0968008546673357,0.0964968980890548,6.53425251547687e-05,0.0271362324481808,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-108",4.33131071192744,-0.33131071192744,-0.630083522346941,-0.62887700603103,0.00324686278051106,0.0316772743531047,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-109",3.73363236504823,0.266367634951768,0.509353944907283,0.508156883748062,0.00285861564485737,0.0422129189795055,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-111",3.05189463768094,0.61477202898573,1.16265951377139,1.16396424509305,0.00718085267398675,0.0208065187501747,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-112",3.52976367277229,0.970236327227708,1.82870872551609,1.84251581019279,0.0119987226561545,0.0141487259316573,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-114",3.75355025936052,0.413116407306151,0.778530756844211,0.777555981174772,0.00212962656230258,0.0138595984911702,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-115",3.11343525986803,0.0532314067986348,0.100259140438289,0.0999445403297338,3.24178389004381e-05,0.0127358942620504,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-116",3.27736518857711,-0.444031855243776,-0.848065118105438,-0.84730777572791,0.00747282725353443,0.039902655762596,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-118",2.84383848533561,-0.843838485335615,-1.59760234101449,-1.6055595220837,0.0149730914235578,0.0229277155707119,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-120",3.61270490680076,-0.112704906800762,-0.213104526689884,-0.212459610384767,0.000236514043577029,0.020406911766945,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-122",3.81950931126537,0.3471573554013,0.653279480847408,0.652090135635016,0.00118573090138729,0.01099127859357,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-124",2.39734220522253,-0.897342205222526,-1.71534637958704,-1.72605705045122,0.0319096755754582,0.0415754216156889,FALSE,TRUE,FALSE
"mediator_model_RQ1_H1","ALG26-125",3.44277783481528,0.557222165184722,1.06352532221813,1.06396959215746,0.011351594279566,0.0385947021140106,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-126",3.60833333719428,-0.441666670527617,-0.841639193097392,-0.840858565298231,0.00652628513968684,0.0355432305822483,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-127",3.65951312902052,0.673820204312817,1.28642065043988,1.2891120307208,0.0168453043387096,0.0391237353584656,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-128",4.06533557961607,-0.0653355796160744,-0.123523932158213,-0.123138359082219,7.85951512243121e-05,0.0201881360412201,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-129",3.59683161641702,0.736501716916311,1.39063702204702,1.39479147594074,0.0086875249609796,0.017651997163355,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-130",3.21256188852342,-0.545895221856749,-1.02662765713783,-1.02680413986581,0.0025984814749078,0.00976543911024558,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-131",3.85918510650734,-0.19251843984067,-0.36399902125742,-0.362997529960978,0.000686615714676531,0.0203078032626883,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-133",3.91932186995314,0.580678130046862,1.0958745045784,1.09657647160171,0.00509298955663658,0.0166803760334628,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-134",3.10054454178424,0.732788791549097,1.38400273008508,1.38805550724707,0.00887003689572672,0.0181861462745902,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-135",3.73018557764454,0.603147755688795,1.14595999994786,1.1471048423736,0.0100897457093506,0.0298164011839227,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-136",3.52685995926015,-0.86019329259348,-1.61497037413484,-1.62330541932017,0.0042046991524976,0.00640728728004585,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-137",3.0083022332165,0.658364433450164,1.25622085724536,1.25854003378554,0.0156113822507079,0.03806409300019,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-138",3.43566254507925,0.0643374549207472,0.121106313140689,0.120728060552683,4.29740848948103e-05,0.0115843765069604,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-139",3.01538552427601,-0.182052190942674,-0.344302179459073,-0.343339710485503,0.000630478626303532,0.0208309226224119,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-140",3.22340967794481,-0.390076344611477,-0.735512326222712,-0.734439467815275,0.0020505519778709,0.0149353565325827,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-141",3.63783241161249,-0.804499078279153,-1.52264366473636,-1.5290775917767,0.0132278583345039,0.0223127409007983,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-142",2.59592242821123,-0.0959224282112276,-0.18226330412051,-0.181704708930891,0.000256548840637315,0.0299653140375516,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-143",3.08969675236284,0.743636580970492,1.40512399401773,1.40950463538771,0.00959629511008005,0.0190709308497718,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-144",3.1361608716629,0.530505795003765,0.997661517651806,0.997646675397087,0.00244167728481002,0.00971719794649781,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-145",3.18836842063421,0.64496491269912,1.22103875415288,1.22295232411627,0.00871836550032823,0.0228557176485273,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-146",3.60649165531074,-0.773158321977406,-1.45450495577566,-1.4597002496525,0.00556794286600016,0.0104178049890495,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-147",4.48336281826304,0.349970515070291,0.669952840701268,0.668779961856148,0.00520175087367671,0.0443037956672971,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-148",3.94387430219679,-0.443874302196793,-0.83759966706645,-0.836804742217983,0.00293512450597646,0.0164590950924835,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-149",3.21647849774588,0.283521502254119,0.536165392137708,0.534952854927485,0.00151842650703328,0.0206907422992955,FALSE,FALSE,FALSE
"mediator_model_RQ1_H1","ALG26-150",2.81683729996383,-0.816837299963826,-1.54343907412163,-1.55027836817687,0.0115785965336135,0.0190710447371663,FALSE,FALSE,FALSE
